text_after_cleaning,text,tweet_id
lol ina hi tiva swo tala,@Bria_Gumede lol ina hi tiva swo tala,489133941501472768
lawl ku vuriwa so every year,@Buddy_kooo Lawl ku vuriwa so every year,1070990945456410624
hingemi vula vuli kulaveka vona vo humesa mali,@DjAquaSA 😅😅😅😅hingemi vula vuli kulaveka vona vo humesa mali,1473294004355796992
mi kumeka kwihikumbe ni ngayi kuma kwi,"@Wamhani_ Mi kumeka kwihi,kumbe ni ngayi kuma kwi...",1263040667363803139
i joke ya siku leyi,@Carlosvembane7 I joke ya siku leyi 🤣🤣🤣,1517791465560289280
good riddence nature doesnt play muhloti wa tinyarhi tindlopfu ti vuya hi yena,@eNCA @Nolutha89628852 Good riddence. Nature doesn't play. Muhloti wa tinyarhi (tindlopfu) ti vuya hi yena,1388905836853055490
na nne tuu rt ndo livhuwa rt ndo ni tevhela rt,Na nne tuu RT @MissLonesum: Ndo livhuwa RT @BhambaRSR: Ndo ni tevhela RT @MissLonesum,400730465411538944
ebo asw nga ta pasa sweswo,@sagwadi05 😹😹😹 ebo asw nga ta pasa sweswo,1163383170806554624
huna mini nga friday,@PrecRambau huna mini nga Friday?,379278351250501632
mxm swin borha njhan loko munhu a nghena kamaren a heta anga pfali rivanti loko a huma eix hambi ntak vova na ncila ke,Mxm swin borha njhan loko munhu a nghena kamaren a heta anga pfali rivanti loko a huma eix hambi ntak vova na ncila ke,486024243952750592
nlak huma stand eix myb ka mina kunge hisi kutiva man lol d,Nlak huma stand eix myb ka mina kunge hisi kutiva man??? Lol :D,402071603527581696
phuck dat guy is a snitch rotou langana uri nwana hoyu rico la rothe ro fhimula mxm den ya swika ya ngocha,"Phuck dat guy is a snitch, rotou langana uri nwana hoyu rico la rothe ro fhimula mxm den ya swika ya ngocha",419163412766396416
a yi fanelang yi fika la msisi ya wanuna,@KholwaniL @Ntshuxeko_kats A yi fanelang yi fika la msisi ya wanuna,1247996929516199941
nta ku ba prince,@PrinceInJesus Nta ku ba prince,1461039518698647560
nopfa nga nnyi zwezwo inwi,@gotchagalkone nopfa nga nnyi zwezwo inwi???,395198336913133568
va yive sub ra mina na radio ani tirhang kahle namuntla,Va yive Sub ra mina na 📻 radio 😭 ani tirhang kahle namuntla,938073946016141313
lol ni xo awu dakwe ngopfu awu tsandeka no tsutsuma some dreams lol ncanca hiti hobbo imagine msniekky awo lorha yini nsovop,"Lol ni xo awu dakwe ngopfu awu tsandeka no tsutsuma, some dreams ""@Nsovop: Lol ncanca hiti hobbo imagine Msniekky22 Awo lorha yini? Nsovop",483508250625998848
boti switi komba aswi kota kuhanya na vanhu lava vari vambirhi ava kongomi avabyela ntiyiso no vakombela kunwu amukela no amukelana ku iva sati vayehe hinkwavo itova teka vari two kambe lok vaswi twisisa ava kombeli sweswo aya mahlweni navoho,"#HHW Boti switi komba Aswi kota kuhanya na vanhu lava vari vambirhi, Ava kongomi avabyela ntiyiso no vakombela kun'wu amukela no amukelana ku iva sati vayehe hinkwavo, itova teka vari two Kambe Lok vaswi twisisa Ava kombeli sweswo aya mahlweni navoho @ConnyMikateko @326Thwii",969578939558612992
venda anthem mizo tman percy etc rt imani nga milenzhe we made it ndo ni vhudza zwi do lugaphumudzo wa manenzhe,"Venda Anthem - Mizo, T-Man, Percy, etc RT @Vusani_: Imani nga milenzhe, we made it, ndo ni vhudza zwi do luga...Phumudzo wa Manenzhe.",407953546479677440
va ta mi nyisa na ti oversize ta wena,@Nhlanhla_23 Va ta mi nyisa na ti oversize ta wena,1373613841175744516
to na nita khoma tiko axi etleli loko kuba,4 to 6 na @Doro__Thy nita khoma tiko axi etleli loko kuba 6 🤣🤣🤣 https://t.co/GBMuGhPu1H,1437422139594969093
avo tlanga hi nwina noone was talking,@MawilaStash @Hahani_Timu Avo tlanga hi nwina... Noone was talking 🤣🤣🤣🤣🤣,1432815792660303872
so vhele ni fail test hi mhaka kuva ni nga hakelangi r eix ya ka tika lock down leyi swilo swiri kari switika munhu a ha lava r,So vhele ni fail test hi mhaka kuva ni nga hakelangi R1500 😢😢 eix ya ka tika lock down leyi swilo swiri kari switika munhu a ha lava R1500 @TransportLimCom,1281785001172963329
hi endleleni space hi hungasa,Hi endleleni space hi hungasa,1547948161020203009
haaa hi ta kuma ndlela,@Zazo457 Haaa... hi ta kuma ndlela,957873572722237440
lol swa tsandza kam,@MixowP Lol 😂😂😂 Swa tsandza Kam.,972728730345967616
condomise vanhu va hosi,@KatiMaluleke Condomise vanhu va Hosi 😂😂,1343490516244115456
va nwi kume exivaleni,@Enghumbhini @Allen84M Va nwi kume exivaleni,1494614534685925388
avalonwi xavela ka wenno grand prime yahaku nghena se loko swihela boti vati lavela swavona,@Yo_Boi_Bujwa Avalonwi xavela ka wenno Grand prime yahaku nghena se loko swihela boti vati lavela swavona😅😅😅,1481240382201634817
eya niya ka summer school,@Ursula_Joy eya. Niya ka summer school.,419158990787198977
hai thi shumi nga holiday,"@Mafosho hai, thi shumi nga holiday",195850456512217088
uni byela loko uta phela ni tshama kona ungadyi byeli ku tshemba vo mafeshen i risk,"""@Ntsako_feshy: Uni byela loko uta phela ni tshama kona @Cybylights""ungadyi byeli ku tshemba vo mafeshen I risk",413060320639586304
minjhani xipano xo rhandzeka hi swinwe ni ri la giuani section f,"@326Thwii minjhani xipano xo rhandzeka, hi swinwe ni ri la Giuani section F. @BongiWil @NwaNyango @nzianeg @quintonizer",1245344238293979142
lol eish ah hey ni twini man,Lol Eish ah hey ni twini man https://t.co/GJRpaXN7NG,982996661516587009
hi xaveleni na hina,@dzunanie @ZanelHlangweni Hi xaveleni na hina,1344272858831335427
eeeh wwilava ku vitaniwa hima vito nitwela vana va xona,@DeeMichaelss 😂😂😂 eeeh wwilava ku vitaniwa hima vito? Nitwela vana va xona😅😅,1485891229531480071
wil make time jozi na yona yi kahle blind u vha paloni,@RasKoo07 wil make time. Jozi na yona yi kahle blind. U vha Paloni?,584725687103266816
lol are u sexy ni dori seisa,@ntsie_SKl.. Lol are u sexy? #cantWatch# ni dori seisa,296641803967426560
kuta sala va mina ntsena hi kavo,Kuta sala va mina ntsena hi 3 kavo 🤣🤣 https://t.co/Oy6cs3lMnE,1550740944886054912
na loko u pfuka mnduku swi herin atleast hrs xitava xi fikisini let me celebrate my years in peace,Na loko u pfuka mnduku swi herin atleast 24hrs xitava xi fikisini😂😂💃🏿💃🏿💃🏿 let me celebrate my 8 years in peace😍 https://t.co/pIrTcuFusc,1144119642908237825
muelo une na elela vhaṅwe ngawo na inwi mudzimu u ḓo ni elela ngawo,Muelo une na elela vhaṅwe ngawo na inwi Mudzimu u ḓo ni elela ngawo,421505716902694912
mhe anisw tivi looool itaku vafela yin kasa tjooo comment leyi ningay vona on fb ya chavisa loooool,"Mhe anisw tivi ""@HlomphoV: Looool itaku vafela yin kasa ""@Hazelsolani: @HlomphoV tjooo comment leyi ningay vona on fb ya chavisa loooool""""",443478870113935361
yhiiii ni nga admitiwa,@TheKwinGrace Yhiiii ni nga admit'iwa😭😭,1203307412633116673
mpahla hiyona xirhalanganyi nkulu ku landzrla mali ekava mama loko wo endla sweswo vataku vitana hi mavito hinkwawo,"@GingirikaniMLFM. Mpahla hiyona xirhalanganyi nkulu, ku landzrla mali ekava mama. Loko wo endla sweswo vataku vitana hi mavito hinkwawo",682470553974870016
phela mina ni celebrity kam,@VutomiNtsako phela mina ni celebrity kam,295509194851905536
mo hi hlamba hi ya lobola,Mo hi hlamba hi ya Lobola 🐂🐃,1119544677550764033
hayy vandle hi vomu niya tshama toilet nidya nta huma loko ni hetini,Hayy Vandle hi vomu . 😒😒 Niya tshama toilet nidya nta huma loko ni hetini 😒😒 https://t.co/Jyvy6mCqEl,774177937318748160
a ku tshameki kaya,@NxalatiAdelaide A ku tshameki kaya 🤣🤣,1473228758006042624
ni ta ku lavela yena u nga worry ni nyiki min,"😂😂 ni ta ku lavela yena u nga worry, ni nyiki 30min https://t.co/st3g0JMpZd",1206563879184224256
yhiii️️️ nkombela ku xaveliwa,@TembeEva Yhiii☹️☹️☹️ Nkombela ku xaveliwa,1310120520642375683
at least vo girl vayi vona if yi ntsongo or yi nkulu se hina phaxa phaxa dlomuu kalabya kalabya kalabya kwale phakati utaswi byela mani,"At least vo Girl vayi vona if yi ntsongo or yi nkulu 🍆, se hina phaxa phaxa dlomuu 🍑... Kalabya Kalabya Kalabya kwale phakati utaswi byela mani 😂😂 #Repost https://t.co/FEwF1C7Rvj",1121467611320070149
a fambeli kule nati politics hiku anga switwisisi leswi a swi vulavulaku‍️,"A fambeli kule nati politics, hiku anga switwisisi leswi a swi vulavulaku🤦🏿‍♂️ https://t.co/MZAXrCMGcs",1557247394114322432
why ku pfuleka hala ndhaku ntsena lol swilo swa misava aswi heli,Why ku pfuleka hala ndhaku ntsena? LOL swilo swa misava aswi heli😂😂😂😂 https://t.co/AdfcgEignP,1204048241135931393
ikhongela kahle hi khandlele loko i khumbha ta mjolo ri timeka,Ikhongela kahle hi khandlele loko i khumbha ta mjolo ri timeka 🤣,1528039064993161218
na nne nga dzina ra jeso ndi a ni funa rt msniekky aa vhusiku ha vhudi kha nothe,"Na nne nga dzina ra Jeso ""@SYL11_: Ndi a ni funa RT Msniekky22: Aa!! ""@SYL11_: Vhusiku ha vhudi kha nothe""",522144435963183104
hi luze ti potential hiku zenya,Hi luze ti potential hiku zenya 😭😭😭😭😭😭😭😭😭,945680891170508802
darlie nkata mina uni khoma kahle ku tlula lavanwani vavasti,"Darlie nkata mina uni khoma kahle, ku tlula lavanwani vavasti...",445113401187270656
wa hetisisa switshembiso wa hetisisa rito raku a wu cinci a wu jiki hi la ku nga heriki️,"Wa hetisisa switshembiso, wa hetisisa rito raku. A wu cinci, a wu jiki hi la ku nga heriki🙏🏽❤️",1298585336877064194
ami nga vabyi minkeremba yi vhuvhuka wow sis ‍️,"Ami nga vabyi, minkeremba yi vhuvhuka? Wow sis 🙆🏽‍♀️😭💔 https://t.co/J8Sx5ER15u",1115843399117156354
lol hahavangu vo saseka avahi chavisa xemntavutisa loko vanwan vari haha rt why mingani nyikangi nickname primary ka gaddwes,"Lol haha,vangu vo saseka avahi chavisa xem,ntavutisa loko van'wan vari haha RT""@nikiw3: Why mingani nyikangi nickname primary ka Gaddwes ?""",344333145316941825
ni hlamuseli leswiya swa va studyandmaster awu swi vula a classin anku twanga xapu,@LulamaShiburi Ni hlamuseli leswiya swa va Study&amp;Master awu swi vula a classin anku twanga xapu,433999812854161408
ntovhe niku whiii aswi sali ka fb pls hingata nghena moyeni d timhaka tava epikaizo tona haaa,"ntovhe niku whiii""@Msniekky22: Aswi sali ka fb pls hingata nghena moyeni :""D @Khaukie_xo: Timhaka tava epikaizo tona haaa😂😂😂""",488763644185153536
mus haya ka irock neh,@Ntupe_N mus haya ka irock neh,775443435310485504
vavasati ahi vanhu va kahle,@MulamulaT Vavasati ahi vanhu va kahle https://t.co/1ySvHbIiHB,1466453222491578379
as from day nta hambi ni tirhisa rona juanita,@KunguJaY as from 2day nta hambi ni tirhisa rona! JUANITA,343623570473238528
ndikho vhona yo shoma na swazii nwana wa mkalaha,@KOOLEST_VEE ndikho vhona yo shoma na swazii nwana wa mkalaha,353874403001507841
tisa number nik xavela mfana wa mina wa huza,@ThandoMankhense @DjMaphorisa Tisa number nik xavela mfana wa mina wa huza,1246628423348490240
nkombela ku tiseriwa ma tin,@Ursula_Joy @Nathan__live @Nathan__live nkombela ku tiseriwa ma tin,943173956609171456
xana hi joina kwin,@ExNihilo_SA @HwanPaz Xana hi joina kwin ?,1235563296528482304
kijima mngijimihae enjani le teamka voice ya ga ndluvu,"#SSDiski kijima mngijimi,hae enjani le team*ka voice ya ga Ndluvu#isibaya.",434702563775365121
mi kumeka kwineeee mi ntsengo ya hambana,@GaceniN Mi kumeka kwineeee mi ntsengo ya hambana,1010937057521340416
nga december or novemba u lols ucotsa lin vnda,"Nga december or novemba. U? ""@AdamKhalishi: @el_you_funo lols ucotsa lin vnda""",365491062443229184
na buruku ra wa,@masanamat_ Na buruku ra wa 😭😂😂,1515320463379079173
leswi i ku hi delela as matsonga,@giyaniview Leswi I ku hi delela as matsonga 💔💔💔🤞🤞🤞🤞,1288803949315796993
aheee minjhani ku pfuka,"@WabungeniM Aheee, minjhani ku pfuka?",1483703557295677440
at least a hi toleni mafurha hiku ingaku swo hlamba swa tsanda,At least a hi toleni mafurha hiku ingaku swo hlamba swa tsanda😩🙏🏽 https://t.co/m2kUAV4CiL,1273004025567477760
ni levha nga maanda inwi,@Mrex326 _ Ni levha nga maanda inwi,363620561500381184
and misava yi nghene phakati,@nikkie_purpl3 😂😂😂 And misava yi nghene phakati,1226605251605778432
he guys kas y mi endla ingak mina ni vhaya hi mlengemina na yanas hi team vw,"@VutomiNtsako @YanasMoola he guys kas y mi endla ingak mina ni vhaya hi mlenge,mina na yanas hi team vw",299529118112940032
by choice or hi mhaka ya mpfula,@RohiShepherd By choice or hi mhaka ya mpfula?,1475173207816785922
why mi khola ka nhluvuko,@RohiShepherd Why mi khola ka Nhluvuko💀💀💀💀,1347482916822122496
yha ni jilini ani fanele ni khomanisi tinguvu,Yha!! Ni jilini ani fanele ni khomanisi Tinguvu,382377142212112384
munhu rhandza munhu tani hi loko mitirhandza xaka ra munhu i munhu,munhu rhandza munhu tani hi loko mitirhandza. xaka ra munhu i munhu,664312401265893376
ni lava ku vekela sign leyi la ka manombe,Ni lava ku vekela sign leyi la ka Manombe 😂 https://t.co/hoWQHxVCde,813973165974126592
aniri se yi kona r ya mina,@Mawisa_D4th Aniri se yi kona R350 ya mina,1254646052969463809
no no giyani a yi ri na vu pitori nyana tolo,No no Giyani a yi ri na vu Pitori nyana tolo,1439497258064560130
sweswo swi tiva hiloyi unga teka yena buti ningemi kaneti,@BilaEddy Sweswo swi tiva hiloyi unga teka yena buti ningemi kaneti,1494753904776646658
ahi nweni byala hi sukela vafana,Ahi nweni byala hi sukela vafana 😩,1515650352531578880
mina ni nwi vone a tshame le ndzhaku akha a nwa litre black label,@OfficialVeli @Tea_Bee15 Mina ni nwi vone a tshame le ndzhaku akha a nwa 1 litre black label🤣🤣🤣,1255717161315827712
owh so tonight kho adela kha nguvho ntswa wow ahu nga vuwiwi hafa,Owh so tonight kho adela kha nguvho ntswa wow ahu nga vuwiwi hafa,297809515695468544
swa vava swilo leswi endlekaku with our roads bro loko u vhika magoji u landza tihomu,"@tiko_shimange @RoadsAgency Swa vava swilo leswi endlekaku with our roads bro. Loko u vhika magoji, u landza tihomu 🙆🥺",1476851076246781957
nitala hi leyi m uni bin leti nwani haaaa suka,"@I_Am_BRAM_21 nitala hi leyi m4 uni bin leti nwani haaaa!, suka!!!",348420409386999808
lol nwana loyi u kumeka pietersburg wa tindlisa hi ku i wa kwala limpopovo tshama va nwi gogerile hi ku i nwana wa tuva,lol n'wana loyi u kumeka pietersburg 😂Wa tindlisa hi ku i wa kwala Limpopo😂😂😂vo tshama va n'wi gogerile hi ku i n'wana wa tuva😂 https://t.co/GIrVpPsLpb,808690856958066688
lol swikarhi swi sukela kwin,@CutelieAmu Lol swikarhi swi sukela kwin,1447882079887319047
lol ani xavisi va nghana,Lol ani xavisi va nghana https://t.co/s2L61lO859,814389899390500864
tirha bra ya mina wena swo rindzela mali ya vanwana a wu nge lunghi,"@mhana_lulama Tirha bra ya mina, wena swo rindzela mali ya van'wana a wu nge lunghi 🙌",1484895625355444225
ni cou itesa na ula vhuswa ha u fhisa,@NakiBrown Ni cou itesa na ula vhuswa ha u fhisa.,218970608548069376
o ya u dalela musanda,@LutendoMagoro o ya u dalela musanda?,444874074146496512
wa thexa sunday wena,Wa thexa sunday wena? https://t.co/dNFQAMokjL,1013301246697013249
aaah meh vhele ni hanya tarven and ani twi hi munhu aredzi wena swiku vavaku amen,Aaah meh vhele ni hanya Tarven and ani twi hi munhu. Aredzi wena swiku vavaku. Amen!,789198673980698625
hipfuka hinkwenu hi complain hi mirhi ku vava hinga tivani,@Kiing_Mulo 😂😂😂 hipfuka hinkwenu hi complain hi mirhi ku vava hinga tivani,1488972558611460098
hi tweleni vusiwana vakithi hiswak haaaa doh,@rico64850463 😂🤣 hi tweleni vusiwana vakithi hiswak haaaa doh,1516830723122110464
urivele ku wo ka anga joli,Urivele ku 'wo ka anga joli' https://t.co/BwC6d9f0Ac,1275377982899617794
loool tsho vuwa i khou ni pengisa mine water ni do penga khathi na erm matshelo,@rica_rone loool tsho vuwa? I khou ni pengisa Mine water. Ni do penga khathi na ERM matshelo,268737803607744512
hewena ntlele hi am xi pfukin swesw xile ku huheni im tired,Hewena ntlele hi 3am xi pfukin swesw xile ku huheni😂😂 I’m tired https://t.co/ehzxg3mCxw,1077403523367796736
lmao mathumbani lawa yaka generationsva jiya hey,Lmao mathumbani lawa yaka generations_va jiya hey,421345515255906304
kombela mipfula tupperware kaaa hita vona,@MamaTigirls 🤣😂🤣😂🤣 Kombela mipfula Tupperware kaaa hita vona 😂😅😂 https://t.co/y7Sc1n4E6c,1506935287661969409
ku amukela kuri swiyimo swa hina aswi fana na hi matimba ahi ringani hi kutsundzuxiwa nwana mhani,@Hazelsolani Ku amukela kuri swiyimo swa hina aswi fana na hi matimba ahi ringani. Hi kutsundzuxiwa nwana mhani http://t.co/Cu3IjMmbCl,648365854493700096
na sola va dyini,@_PaPaDzie Na sola va dyini,1448201102063714304
tana u tani vonisa vanhu vaka nwina vona leni ndzaku na shirt ya relay liya anga nyika,@MawilaStash tana u tani vonisa vanhu vaka n'wina 🤣🤣🤣🤣🤣🤣🤣 vona @Sgodabee leni ndzaku na Shirt ya Relay liya anga nyika @Mhana_Kwetsi 🤣🤣🤣🤣 https://t.co/0TMvAqb6SX,1490947081695285248
board leyi yi fane yi vekiwa a samora,Board leyi yi fane yi vekiwa a Samora https://t.co/HcG9BaiwYc,1477213588880248832
hilava njhan lavo ka vanga rivalek,@KunguJaY hilava njhan lavo ka vanga rivalek,343643431102459904
rirhandzu leri ri ya ri antswa hi masikuri tlula hinkwawo,"Rirhandzu leri ri ya ri antswa hi masiku,ri tlula hinkwawo♥",410501975458197504
vuya i hi ta mi hlanganisa,@mathebula_pinky Vuya I hi ta mi hlanganisa,1418926495821619203
ni mi miss ni ri swigodweni ma ni twaaa a ku na notoweke laaaa,#326thwii. Ni mi miss ni ri swigodweni ma ni twaaa a ku na notoweke laaaa @326Thwii @NwaNyango @quintonizer @Djsoulcrusher @Munghana,1333761656078409728
hi yini ka masaka,@matlabisha8 Hi yini ka masaka.,1335480896829403136
nikombela ku vhaka mundzuku,@MerrygoldA2 Nikombela ku vhaka mundzuku 😂😂 https://t.co/5L3BHSmjFG,1117084481075150848
swa lockdown a giyani a swi tekeriwi nhlokweni sure,Swa Lockdown a Giyani a swi tekeriwi nhlokweni sure,1416179524648243209
lol swinwan aswi bohi aswi sali kwale ka tiktok,@TysonMakhuvele Lol swin'wan aswi bohi aswi Sali kwale ka tiktok,1448604905355325441
hakelo ya kona nwananga ku tsakisa ya wena ntsena,"Hakelo ya kona nwananga, ku tsakisa ya wena ntsena 👏👏👏💯 https://t.co/cmuwvDiEsC",772112425130790912
professor ka uniform again,#MMA13 professor ka uniform again,439852395560841216
hi mina mabasa vally mfihlo nimuyingiseri wa loko u vona xifaniso xa mina u vona niri munhu wa njhani hlamula hambi kwala hambi kuri aka whatsapp,@phaphamamlfm Hi mina Mabasa Vally Mfihlo nimuyingiseri wa @Munghana loko u vona xifaniso xa mina u vona niri munhu wa njhani. Hlamula hambi kwala hambi kuri aka WhatsApp 078 192 4760 https://t.co/XQY4fSlaha,1357248015451500544
jesus hi dyohe yini,Jesus hi dyohe yini 😳😱😔😭😢😭😢😩 https://t.co/4y2OqBNX7O,1428960640824184832
minduk nkombela ku xaveriwa nandos,@Bestar_B Minduk nkombela ku xaveriwa Nandos,535871131786706944
vurhongo byiku vuyvuyani loko nkulu wa munhu a sungula ku vulavula hahaha,"""@StevenXakani: Vurhongo byiku vuyvuyani loko nkulu wa munhu a sungula ku vulavula"" hahaha",410404077269692418
se hi yime ku lungha he maningi ni tshekee kwala tlhelo ka xiyanimoya xa mina,"@ManingiWaNtamu Se hi yime ku lungha he Maningi, ni tshekee!!!! Kwala tlhelo ka xiyanimoya xa mina💃💃. @Munghana",1302106453151551488
wanuna i nhwembe loko yi kula ya nava i vavanuna vaka gaza ke,Wanuna I nhwembe loko yi kula ya nava 😂🤣 I Vavanuna vaka Gaza ke https://t.co/yPjVZtNWQZ,1461285626599424002
then today ni decide ku ti nika xinkarhani ni prepare dinner coz masiku i dont na lolohwa too much,"Then today ni decide ku ti nika xinkarhani ni prepare dinner coz masiku i don't, na lolohwa too much 😋😋 https://t.co/b0gDb5cFnc",1255219941038571520
my mom just asked if swisuti swa mina aswi tikibathong this woman,My mom just asked if swisuti swa mina aswi tiki🤣🤣🤣...bathong this woman,1204695543915728897
wunwani hi loyi noyi he ziii wani followa aninwi tivi na xilungu onge angaxi koti,"Wunwani hi loyi noyi he Ziii wani followa aninwi tivi @HilarioussDude na xilungu onge angaxi koti ""@ingcarola587",429762343023947776
min vitana loko ku nandiha kweleno,Min vitana loko ku nandiha kweleno. https://t.co/3GOfcf6OY0,1475503705474617346
hina phaphama na nwina,@phaphamamlfm @NwaNyango @Mathebuladp Hina phaphama na nwina,1042293096812371969
ka hisa dat side,@iamRhu1ani ka hisa dat side,282754771427934208
️ku nghena hi huma,🕯️Ku nghena hi huma https://t.co/SF74SfDomW,1477641360039677957
iyo friend ndi nnyi wa gai,@ACHERLAGER iyo friend ndi nnyi wa gai?,218758049257623552
mxm vonwina amilavi ku vona vanhu va tsakile,@Mavasero Mxm vonwina amilavi ku vona vanhu va tsakile😭😭,1488832846840147968
kulo sala tndluwa tiyimeriwile hi nhweti liya ya gud frday,@mamantimu kulo sala tndluwa tiyimeriwile hi nhweti liya ya Gud frday.,295490714006089728
ni endle mstk niku ni hlamula tweet yawe niya hlamul ya cleo,@LasterBabygal22 ni endle mstk niku ni hlamula tweet yawe niya hlamul ya cleo,324433214603157504
lol xi ta ku ba xikwembu,@Lukipa_ lol xi ta ku ba Xikwembu,486988539205517313
khalangami ndzi dlayisa ku cina hey ni la ka mageva,"@Munghana @Mathebuladp Khalanga,mi ndzi dlayisa ku cina hey. Ni la ka Mageva.",1209782726246699008
hi tshiken hi tlangela minga kwati ka tati,@KhosaAditia Hi tshiken hi tlangela minga kwati ka tati,1206083601919553536
khale ni yimele nongonoko lowu ku wu sungula xoo mi right kwaleyo mus va na vayingiseri mhe ni yime ku lungha na,#326thwii khale ni yimele nongonoko lowu ku wu sungula xoo. Mi right kwaleyo mus va @NwaNyango @quintonizer @Djsoulcrusher na vayingiseri?? Mhe ni yime ku lungha na @Munghana,1278315164689932290
loll hitav ni nwi yimerini loll,@Tillymanganye loll hitav ni nwi yimerini loll...,678547808941666304
ay swa tika ke,@kate_kanie Ay swa tika ke 🤣🤣,1132698482668707842
nex bro wa kala la ka twitter akuna xo chavisa bro da,"Nex bro wa Kala la Ka Twitter ""@HilarioussDude: @thefakevongan akuna xo chavisa bro da??""",428591252238761984
kova wool ntsena kam ra hi dakwela dieman,"@NkatekoB2 Kova wool ntsena kam, ra hi dakwela dieman",1356562941991084034
se mhaka yati ya hari on mhusi,@RealTronixDeep se mhaka yati 26 ya hari on mhusi,293044940819275776
mara hi nga sindzisi ku munhu a tlhelela la a nga vaviseka kona,@xikandiyaburuku Mara hi nga sindzisi ku munhu a tlhelela la a nga vaviseka Kona.,1448618010323918855
a hi swona sweswo,@GiftMafemani A hi swona sweswo. 😂😂😂,1213741791410868224
va michael jackson na va khanyi mbau va sungule the way,Va Michael Jackson na va Khanyi Mbau va sungule the way https://t.co/NnFGJhtP6s,1055706854477705218
bed restdoctors orders swekeriwa na oats lol,"Bed rest,Doctors orders #ni swekeriwa na oats lol☺",446881022584844288
a yi lavi ku twa nchumu,@ChiefMagomani A yi lavi ku twa nchumu,1513828504516841476
hambi yo wina swa fana,@AdvocateM5 🤣 🤣 🤣 🤣 🤣 Hambi yo wina swa fana,1340335142183841795
na ku kuna twitter ho hindza hi kona,@WandieChuma Na ku kuna twitter ho hindza hi kona😂,1549393147616264192
lol ku hava he laffor awu lava ku ewallet,"@Grand_MasterM @MarksNkuna Lol Ku hava he Laffor, awu lava Ku E-wallet ?",979283883211546624
eix anik swi vone hi mina niri,@Miss_Pearliey Eix 😹anik swi vone hi mina niri 1,1289602244707356675
ka babe ikhale ka vhiki hinkwaro ani yitaxa naa loko ku hisa marila va dali na loko kuna mpfula ma rila lol,"Ka Babe ikhale ka vhiki hinkwaro""@PrettynwaGuwela: @Hazelsolani ani yitaxa naa loko ku hisa marila va dali na loko kuna mpfula ma rila lol""",442535588282261504
sesi nwina mi ya kwi so early,Sesi n'wina mi ya kwi So early? @LatoyaNkuna,481694212178862081
checker checkers nditshe kasi vintage fam mbanzhe nga suitcase,"Checker Checkers nditshe kasi ""@PROHEED_SA: VINTAGE FAM- MBANZHE NGA SuiTCASE""",398330767929253888
dis days wa ndemela y vele,@Nomfanelo6 dis days wa ndemela y vele,394833050309492736
ok hita vo hi swona,@Florence_Golele OK hita vo hi swona,1326629192793006091
lexingatahi dlaya iku tsala affidavit before hi yimbelela,Lexingatahi dlaya iku tsala affidavit before hi yimbelela 😆,1446392003084931075
loko o va na interview ka sabc channel u nga nwi twa ka mzantsi magic channel,Loko #VillageMakoti o va na interview ka sabc 1 Channel 191 u nga nwi twa ka mzantsi magic.. Channel 161 🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/2d7JBdWg0a,1430200532531036165
kasi chain leya vukosi yi ta vekiwa rini yi ta ze yi va saha nhamu lowu,Kasi chain leya Vukosi yi ta vekiwa rini yi ta ze yi va saha nhamu lowu #GiyaniLandofblood,1146506099195109376
kuve ku pfuka mi pfukile,@kool_miz. Kuve ku pfuka mi pfukile?#RT,285645330207346688
hita vona njhani idols na busheri,Hita vona njhani idols na Busheri 😩,668451744393859072
lol loko voni duvula la kutava kuri fault ya wehe im soo tempted,"@lewlu153 Lol loko voni duvula la, kutava kuri fault ya wehe.. I'm soo tempted",664181335913840640
hi posteni vangemi jaji,@Gordasss Hi posteni vangemi jaji 🤣🤣😂🤌,1538088014311829504
ku saseka ka nwina ku tlakuka ni ku tlhava ka dyambu awesomeness,@_TsongaPrincess Ku saseka ka nwina ku tlakuka ni ku tlhava ka dyambu. Awesomeness,1284035919729831936
a va vuyisi misava ya hina,@AdvDali_Mpofu A va vuyisi misava ya hina,949724965766561792
hi sungula swinwe nongonoko vahaxi va mina va xiyimo xa le henhla,#326thwii Hi sungula swin'we nongonoko vahaxi va mina va xiyimo xa le henhla @326Thwii @NwaNyango @quintonizer @Djsoulcrusher,1313106048279080960
ya ikhale ningase tshama ni tirhisa,Ya ikhale ningase tshama ni tirhisa #Vodacom #Nightshift..!,414154035433078784
mina ni karhele hi ti spring cleaning ku tsoniwa mali no sweka,"@NyikoKhosa_ mina ni karhele hi ti spring cleaning, ku tsoniwa Mali no sweka 🙄😩😩",677754173098745856
uyabhadala i tv licence nah rt hha nani solo anginibambi ku since yesternght,"Uyabhadala I TV licence nah ? RT""@atrecian: @sweetmikesa hha nani @ligwalagwalafm solo anginibambi ku 92.5 since yesternght.""",309977863258525696
utlurisa mana wamina wandzi rhandza mukutsuri hosi ya mina wandzi rhandza lekker song hey,"""@BeeMarciaMoholi: Utlurisa Mana Wamina Wandzi Rhandza ""@PaSeIy: Mukutsuri Hosi Ya Mina, Wandzi Rhandza #singing"""" lekker song hey",416262253265313793
